REQUESTED_FRE_ID;PHOTONIC_SERVICE_ID;FREQUENCY;WIDTH;WAVELENGTH;CHANNEL
7918838828944198368;-5553911168005987806;195.600000;37.5;1532.68;CH-7
7918838828944198368;;;;;
7918838828944198368;2029ad18-f5d4-4ab8-a45b-0600931d0618;191.950000;59.000;1561.83;CH-80
7918838828944198368;9038606849305190295-snc::controlPlane;193.200000;37.500;1551.72;CH-55
7918838828944198368;bef5fb6d-d4aa-4991-9677-4b9fc7621d40;195.100000;37.500;1536.61;CH-17
7918838828944198368;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
7918838828944198368;;;;;
7918838828944198368;;;;;
7918838828944198368;4291502258179227684-snc::controlPlane;192.700000;37.500;1555.75;CH-65
7918838828944198368;;;;;
7918838828944198368;-8278691667047011733;192.150000;37.5;1560.2;CH-76
7918838828944198368;;;;;
7918838828944198368;608fdfc3-292f-4018-ba80-1bdb28614b03;193.100000;37.500;1552.52;CH-57
7918838828944198368;3622846316542596247;192.900000;37.5;1554.13;CH-61
7918838828944198368;-3311238741981836118;194.050000;37.5;1544.92;CH-38
7918838828944198368;;;;;
7918838828944198368;;;;;
7918838828944198368;8573154399888475873;192.300000;37.5;1558.98;CH-73
7918838828944198368;;;;;
7918838828944198368;-3991813839751002233-snc::controlPlane;193.687500;59.000;;
7918838828944198368;;;;;
7918838828944198368;8653487485847249511-snc::controlPlane;195.450000;101.800;1533.86;CH-10
7918838828944198368;-2025802764661873994;191.750000;37.5;1563.45;CH-84
7918838828944198368;;;;;
7918838828944198368;4186971005375542153-snc::controlPlane;193.287500;59.000;;
7918838828944198368;-6497812163912797095;195.650000;37.5;1532.29;CH-6
8038441463259234109;-6177313966217463375-snc::controlPlane;195.750000;59.000;1531.51;CH-4
8038441463259234109;7738165842458616210;195.100000;37.500;1536.61;CH-17
8038441463259234109;7066683593500479013-snc::controlPlane;193.687500;59.000;;
8038441463259234109;-1583198688723329643-snc::controlPlane;195.850000;59.000;1530.72;CH-2
8038441463259234109;;;;;
8038441463259234109;;;;;
8038441463259234109;-4651170889898275739;195.250000;37.5;1535.43;CH-14
8038441463259234109;-6607602561722026802;191.850000;37.5;1562.64;CH-82
8038441463259234109;-5553911168005987806;195.600000;37.5;1532.68;CH-7
8038441463259234109;;;;;
8038441463259234109;-7680953685521415245-snc::controlPlane;194.100000;37.500;1544.53;CH-37
8038441463259234109;-9194228447592094126-snc::controlPlane;194.900000;101.800;1538.19;CH-21
8038441463259234109;8430750115560356983;192.600000;37.5;1556.55;CH-67
8038441463259234109;-1891800805037145160;192.400000;37.5;1558.17;CH-71
8038441463259234109;48802971-26aa-495b-a79c-2775b19ed966;193.850000;59.000;1546.52;CH-42
8038441463259234109;-5273544505050637382-snc::controlPlane;192.800000;37.500;1554.94;CH-63
8038441463259234109;-1232691661817735384-snc::controlPlane;193.593750;101.800;;
8038441463259234109;-6650091296304788450;195.450000;37.5;1533.86;CH-10
8038441463259234109;;;;;
8038441463259234109;;;;;
8038441463259234109;-1203265126698648803;193.000000;37.5;1553.33;CH-59
8038441463259234109;;;;;
8038441463259234109;-8031390427876265705-snc::controlPlane;193.200000;59.000;1551.72;CH-55
8038441463259234109;6473694106598191665;195.200000;37.5;1535.82;CH-15
8038441463259234109;;;;;
8038441463259234109;-6335071299142812468;195.400000;37.5;1534.25;CH-11
8038441463259234109;;;;;
8038441463259234109;-24976536852483643;194.000000;37.5;1545.32;CH-39
8038441463259234109;7312867149988299757;192.900000;37.5;1554.13;CH-61
8038441463259234109;;;;;
8038441463259234109;2897101242515364939;193.100000;37.5;1552.52;CH-57
8038441463259234109;5922782591996576539;195.150000;37.5;1536.22;CH-16
8038441463259234109;-7595070250042290280;192.450000;37.5;1557.77;CH-70
8575513398206019087;-3005198451550053945-snc::controlPlane;195.850000;101.800;1530.72;CH-2
8575513398206019087;4444269087373014910;195.400000;37.5;1534.25;CH-11
8575513398206019087;;;;;
8575513398206019087;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
8575513398206019087;;;;;
8575513398206019087;75140774914706893;195.300000;37.5;1535.04;CH-13
8575513398206019087;;;;;
8575513398206019087;-3729601293931930452;195.350000;37.5;1534.64;CH-12
8575513398206019087;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
8575513398206019087;;;;;
8575513398206019087;3280885511477908151;193.900000;37.5;1546.12;CH-41
8575513398206019087;-2069650281965119598;192.650000;37.500;1556.15;CH-66
8575513398206019087;-7680953685521415245-snc::controlPlane;194.100000;37.500;1544.53;CH-37
8575513398206019087;;;;;
8575513398206019087;528455669285167630-snc::controlPlane;196.087500;37.500;;
9092987680990847406;;;;;
9092987680990847406;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
9092987680990847406;75140774914706893;195.300000;37.5;1535.04;CH-13
9092987680990847406;103824919529543946-snc::controlPlane;196.087500;37.500;;
9092987680990847406;-3005198451550053945-snc::controlPlane;195.850000;101.800;1530.72;CH-2
9092987680990847406;3280885511477908151;193.900000;37.5;1546.12;CH-41
9092987680990847406;;;;;
9092987680990847406;-7680953685521415245-snc::controlPlane;194.100000;37.500;1544.53;CH-37
9092987680990847406;;;;;
9092987680990847406;4444269087373014910;195.400000;37.5;1534.25;CH-11
9092987680990847406;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
9092987680990847406;;;;;
9092987680990847406;-2069650281965119598;192.650000;37.500;1556.15;CH-66
9092987680990847406;;;;;
9092987680990847406;-3729601293931930452;195.350000;37.5;1534.64;CH-12
